item_id.	21
name_identJP.	鑑定の魔法書
name_identEN.	identify
item_desc1JP.	\t\t「鑑定」という呪文について学ぶことが出来る魔法書。何でも疑う癖のあるあなたに。\n#～本の為の本・魔法書編～\n
item_desc2JP.	<ランク8魔法>
item_desc3JP.	
item_desc4JP.	\t\tアイテムを鑑定する呪文を唱える為に必要な本。読むことが出来る。\n#～鑑定報告書：＜書物＞カテゴリ～\n
item_desc1EN.	\t\tA magical book from which you can learn about the Identify spell. For those who are suspicious of everything.\n~The Book of Books - Magical Tomes Edition~
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tReadable book. Contains knowledge about the spell Identify.
item_desc1EN.	\t\tA magical book from which you can learn about the Identify spell. For those who are suspicious of everything.\n~The Book of Books - Magical Tomes Edition~
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tReadable book. Contains knowledge about the spell Identify.
