item_id.	775
name_identJP.	特製肉まんじゅう
name_identEN.	special steamed meat bun
item_desc1JP.	\t\t口に放り込むと溢れんばかりの肉汁であなたを満たす、とてもおいしい料理。素材に何が使われているかなんて、聞くだけ野暮ってものだろう。\n#～移り変わりゆくティリスの食～\n
item_desc2JP.	
item_desc3JP.	\t\t「フム。口に入れた時の食感、そこから勢いよく溢れだすジューシーな肉汁、後を引くような独特の味。この料理は私が今まで食べた中で最高位に値するよ。…ところで、これには何の肉が使われているのかね」\n#～偉大なる料理評論家グラトナの言葉～\n
item_desc4JP.	\t\t満腹度を回復することが出来る食物だ。\n#～鑑定報告書：＜食物＞カテゴリ～\n
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	
