item_id.	57
name_identJP.	《斬鉄剣》
name_identEN.	<Zantetsuken>
item_desc1JP.	\t\tこの世に切れぬ者など無いと謳われる一振りの奇跡。噂通りどんな物でも切り貫くが、話によると弾力性に富む灰色の食物だけは、切ることが出来ないらしい。\n#～イルヴァ幻想辞典～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t何でも貫くといわれる長剣だ。\n#～鑑定報告書：＜秘宝＞カテゴリ～\n
item_desc1EN.	\t\tA miracle praised to be capable of cutting anything in this world in one swing. As rumoured, it cuts through anything, though as the story goes, very elastic gray foods are an exception.\n#~Ylva Fantasy Encyclopedia~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tSword rumored to cut through anything.
item_desc1EN.	\t\tA miracle praised to be capable of cutting anything in this world in one swing. As rumoured, it cuts through anything, though as the story goes, very elastic gray foods are an exception.\n#~Irva Fantasy Encyclopedia~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tSword rumored to cut through anything.
