item_id.	493
name_identJP.	トラッシュカン
name_identEN.	trash can
item_desc1JP.	\t\t特定の廃棄物を納める為に作られた箱。サイバードームにあるこれに、特定のもの以外を入れると住人が嫌な顔をするという。\n#～別冊ヨウィン・未知の知識を追え！～\n
item_desc2JP.	
item_desc3JP.	\t\t「さあさお立会い、手に入れてきたこの一品。そこいらのもんじゃないよ。まず色がいい、それにこの形。何やら楽しげだ。それにここだけの話、こいつには秘密があって…おっと、それは買ってからのお楽しみ」\n#～見世物屋の『モイアー』がガラクタを売り付ける際の口上～\n
item_desc4JP.	\t\tカンを捨てる為の箱だ。\n#～鑑定報告書：＜遺物＞カテゴリ～\n
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	The laws of North Tyris make it illegal to search.
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	The laws of North Tyris make it illegal to search.
