item_id.	1192
name_identJP.	《依頼についてのアドバイス》
name_identEN.	quest advice
item_desc1JP.	\t\t守護者となってしまった者が遺す破片。ネフィアから与えられた知識や過去の技術、守護者自身の記憶などがかすかに宿っている。技術や知識を吸収することができるが、他人の記憶が流れ込んでくるので気が狂いそうになる。もしもネフィア症候群の末期患者が使った場合、意識を失い、新たなネフィアの守護者となってしまうだろう。\n#～イルヴァ幻想辞典～\n
item_desc2JP.	
item_desc3JP.	\t\t「抵抗力のある者であればネフィアに取り込まれず、記憶片を集めて強くなれる。何事にも穴はあるものだ。…いや待てよ。抵抗力のある者に力を集中させることが本来の目的だとしたら…？」\n#～遺跡研究者『メローキア』の言葉～\n
item_desc4JP.	\t\tスキル経験を得られる欠片。使用することができる（使い捨て）。\n#～鑑定報告書：＜遺物＞カテゴリ～\n
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	
