item_id.	870
name_identJP.	フェザーの魔法書
name_identEN.	feather
item_desc1JP.	\t\t「フェザー」という呪文について学ぶことが出来る魔法書。体を一時的に軽くしたいあなたに。\n#～本の為の本・魔法書編～\n
item_desc2JP.	<ランク2魔法>
item_desc3JP.	
item_desc4JP.	\t\t重力から解放され、回避力を高める呪文を唱える為に必要な本だ。\n#～鑑定報告書：＜書物＞カテゴリ～\n
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	Strangely, reading this book gives you the ability to float and evasion.
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	Strangely, reading this book gives you the ability to float and evasion.
