item_id.	635
name_identJP.	地雷
name_identEN.	mine
item_desc1JP.	\t\t使用することで地面に埋まり、完全に見えなくなる兵器。何も知らずにその場所を踏みつけたら最後、跡形も無く消し飛ぶという。そう、それはたとえあなたが踏んだとしても…。\n#～貰って嬉しい贈り物あれこれ～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t踏んだ者を爆砕する爆弾だ。使用することが出来る。\n#～鑑定報告書：＜爆弾＞カテゴリ～\n
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	The warning label reads ""Do not step on mine when armed.""
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	The warning label reads ""Do not step on mine when armed.""
