item_id.	51
name_identJP.	骨
name_identEN.	bone fragment
item_desc1JP.	\t\t風化した何かの骨。呪術や水薬精製など、使用する機会は割とあるのだがいかんせん供給過多なので、価値としても二束三文である。\n#～私の愛する幾千ものガラクタ～\n
item_desc2JP.	
item_desc3JP.	\t\t「う～、わんわん！わん！　…くぅん」\n#～子犬の『ポピー』の言葉～\n
item_desc4JP.	\t\t打ち捨てられた何かの骨だ。\n#～鑑定報告書：＜廃品＞カテゴリ～\n
item_desc1EN.	\t\tA weathered bone from something. Although it could be used for sorcery, potion brewing, or the like, it regrettably has no value due to excessive supply.\n#~The Thousands of Odds and Ends I Love~\n
item_desc2EN.	
item_desc3EN.	\t\t'Uuu~, wanwan! Wan! ...Kuun'\n#~Words of Poppy the Puppy~\n
item_desc4EN.	\t\tA bone that was left behind by something. Some bones are valuable.\n
item_desc1EN.	\t\tA weathered bone from something. Although it could be used for sorcery, potion brewing, or the like, it regrettably has no value due to excessive supply.\n#~The Thousands of Odds and Ends I Love~\n
item_desc2EN.	
item_desc3EN.	\t\t'Uuu~, wanwan! Wan! ...Kuun'\n#~Words of Poppy the Puppy~\n
item_desc4EN.	\t\tA bone that was left behind by something. Some bones are valuable.\n
