item_id.	937
name_identJP.	連弩
name_identEN.	repeating bow
item_desc1JP.	\t\t巻き上げ機ではなくハンドルで弦を起こすクロスボウ。弾倉がついており装填速度は増しているが、一発ごとの威力と精度は格段に劣る。鎧を貫く力はなく、ボルトに塗った毒で威力を補う。\n#～明日から使えるあなたの為の武具集～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t毒で威力を補った小型クロスボウだ。\n#～鑑定報告書：＜武器＞カテゴリ～\n
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	A ranged weapon designed to shoot straight and pierce armor.
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	A ranged weapon designed to shoot straight and pierce armor.
