item_id.	1014
name_identJP.	古霜の栞
name_identEN.	<Bookmark of Itzpalt>
item_desc1JP.	\t\t元素の神が叡智の女神に送ったとされる栞。張り切って数千冊分作ってしまい我に返った後途方に暮れたらしいが、叡智の女神は喜んで全部受け取り普通に全部使用している。挟むと書の続きが無性に気になるようになるのだとか。\n#～イルヴァ幻想辞典～\n
item_desc2JP.	\t\t「読書は良いね。知識を得るだけではない。読み取り、思考する。豊かな時間がそこにある」\n#～《叡智のソピアー》の言葉～\n
item_desc3JP.	\t\t「成程、書物を好むか。ならば授ける贈り物はこれだ」\n#～《元素のイツパロトル》の言葉～\n
item_desc4JP.	\t\t学習書を読む時に自動で使うアイテムだ。\n#～鑑定報告書：＜器具＞カテゴリ～\n
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	
